# NASA Exoplanet Archive cumulative KOI table, downloaded 2026-08-22 15:44 UTC+1.
# Columns used by fpp/own_fpp.py, in the archive's row order: kepoi_name [-],
# koi_disposition [-], koi_period [d], koi_prad [R_earth].
kepoi_name,koi_disposition,koi_period,koi_prad
K04805.01,FALSE POSITIVE,1.19087362,0.73
K04806.01,FALSE POSITIVE,1.06484622,0.72
K04807.01,FALSE POSITIVE,0.969824139,0.49
K04876.01,FALSE POSITIVE,190.60563,1.6
K04877.01,CANDIDATE,5.19206571,0.99
K04878.01,CANDIDATE,449.01499,1.04
K04879.01,FALSE POSITIVE,8.480305,1.33
K04880.01,FALSE POSITIVE,410.11676,1.41
K03266.01,CONFIRMED,54.5091549,1.94
K01151.04,CANDIDATE,17.4532945,0.76
K03267.01,CONFIRMED,14.1959621,1.66
K03268.01,FALSE POSITIVE,11.52482874,22.56
K03269.01,FALSE POSITIVE,46.84008579,428.62
K07708.01,CANDIDATE,6.70242786,1.82
K04736.01,FALSE POSITIVE,0.992798625,29.26
K04737.01,CANDIDATE,7.79534033,1.07
K04738.01,FALSE POSITIVE,186.72243,1.84
K04739.01,FALSE POSITIVE,118.4039,3.46
K04740.01,FALSE POSITIVE,182.281992,1.67
K04808.01,CANDIDATE,2.40174996,0.65
K04809.01,FALSE POSITIVE,10.0102876,0.69
K04810.01,CANDIDATE,115.238544,3.17
K04811.01,CANDIDATE,21.7434141,2.23
K03211.01,FALSE POSITIVE,1.366964704,0.79
K04812.01,FALSE POSITIVE,0.77957913,0.71
K03219.01,FALSE POSITIVE,0.544561598,44.9
K04881.01,CANDIDATE,5.6795377,1.16
K04882.01,FALSE POSITIVE,17.4453133,5.38
K04883.01,FALSE POSITIVE,2.9788702,
K04884.01,FALSE POSITIVE,1.97515457,0.92
K04885.01,CANDIDATE,9.33955596,2.67
K03270.01,FALSE POSITIVE,21.993112,23.21
K03271.01,CONFIRMED,19.5489666,1.89
K03271.02,CANDIDATE,7.41834569,1.12
K03273.01,FALSE POSITIVE,27.6853358,3.11
K03274.01,CONFIRMED,35.6225528,2.24
K04741.01,FALSE POSITIVE,7.1403113,1.18
K07709.01,FALSE POSITIVE,2.69487041,0.97
K04742.01,CONFIRMED,112.303136,1.3
K03202.01,CANDIDATE,92.461135,2.86
K04743.01,FALSE POSITIVE,49.5387264,20.52
K04744.01,FALSE POSITIVE,3.39155966,0.49
K04813.01,CANDIDATE,9.2294726,0.82
K04814.01,FALSE POSITIVE,1.33254897,32.84
K04815.01,CANDIDATE,18.3721835,1.12
K04816.01,FALSE POSITIVE,18.2260472,1.85
K04817.01,FALSE POSITIVE,0.630539713,21.07
K04886.01,CANDIDATE,17.99562529,28.98
K04887.01,FALSE POSITIVE,1.018347376,1.92
K04888.01,FALSE POSITIVE,0.659299289,30.54
K04889.01,FALSE POSITIVE,101.97435125,
K04890.01,CANDIDATE,63.095068,11.67
K01042.02,FALSE POSITIVE,4.45540935,
K03275.01,FALSE POSITIVE,37.32483952,30.32
K03276.01,FALSE POSITIVE,25.951984,36.8
K01151.05,CANDIDATE,21.7203362,0.8
K03277.01,CONFIRMED,42.9136635,3.19
K03278.01,FALSE POSITIVE,88.1804682,2.78
K04745.01,CONFIRMED,177.668663,2.32
K04746.01,FALSE POSITIVE,0.98041685,0.75
K04747.01,CONFIRMED,92.263742,2.22
K04748.01,CONFIRMED,6.64754478,1.72
K07710.01,FALSE POSITIVE,1.23517588,1.59
K04749.01,CANDIDATE,1.97650073,0.97
K04818.01,CANDIDATE,3.79892774,1.46
K04819.01,FALSE POSITIVE,0.416995408,0.84
K04820.01,CANDIDATE,14.7401061,1.48
K04821.01,FALSE POSITIVE,256.52387,1.33
K03212.01,FALSE POSITIVE,3.0001191,0.73
K03220.01,CONFIRMED,81.4160138,4.63
K04891.01,CANDIDATE,4.7309013,1.39
K04892.01,CANDIDATE,21.3761817,1.08
K04893.01,CANDIDATE,6.58753699,1.51
K04894.01,FALSE POSITIVE,8.5900471,0.8
K07723.01,FALSE POSITIVE,357.82544,1.7
K03279.01,CONFIRMED,30.8278245,2.42
K03280.01,CONFIRMED,47.1607932,2.58
K03282.01,CONFIRMED,49.2768448,1.75
K03284.01,CONFIRMED,35.2330694,0.97
K03285.01,FALSE POSITIVE,45.3965379,1.97
K07698.01,FALSE POSITIVE,508.807642,39.59
K04750.01,CANDIDATE,36.721576,1.93
K04751.01,FALSE POSITIVE,362.69427,3.54
K04752.01,FALSE POSITIVE,370.35639,2.82
K03203.01,CANDIDATE,96.81647,3.19
K04753.01,FALSE POSITIVE,0.729724346,0.51
K04822.01,CANDIDATE,3.51413723,0.69
K04823.01,CANDIDATE,4.96504981,1.51
K04824.01,FALSE POSITIVE,0.821472455,0.92
K04825.01,FALSE POSITIVE,1.29019586,0.78
K04826.01,CANDIDATE,1.141148847,1.67
K04895.01,CANDIDATE,12.460565,1.1
K04896.01,CANDIDATE,19.5945772,1.18
K04897.01,FALSE POSITIVE,8.48032079,0.95
K04898.01,CANDIDATE,409.87844,2.72
K04899.01,FALSE POSITIVE,227.6258,1.79
K03286.01,CONFIRMED,18.1373788,1.41
K03287.01,CONFIRMED,51.1104797,1.6
K03288.01,CONFIRMED,47.9869119,3.35
K01192.02,FALSE POSITIVE,359.047933,7.76
K03289.01,FALSE POSITIVE,29.8042694,24.73
K04754.01,CANDIDATE,7.08757462,1.28
K04755.01,CANDIDATE,3.74318005,1.75
K04756.01,CANDIDATE,5.4169303,8.17
K07699.01,FALSE POSITIVE,1.003049079,42.5
K04757.01,FALSE POSITIVE,0.933157032,7.29
K04758.01,FALSE POSITIVE,37.1083458,1.71
K04827.01,CANDIDATE,31.1920226,1.65
K04828.01,FALSE POSITIVE,1.02104719,13.68
K04829.01,CANDIDATE,7.630545,2.26
K04829.02,FALSE POSITIVE,12.083457,2.09
K04830.01,FALSE POSITIVE,401.5907,1.01
K04900.01,CANDIDATE,6.6716723,1.27
K03221.01,FALSE POSITIVE,53.912783631,4.25
K04901.01,FALSE POSITIVE,1.23142395,0.77
K04902.01,CANDIDATE,409.38645,1.78
K04903.01,FALSE POSITIVE,386.828262,6.54
K03291.01,FALSE POSITIVE,15.8733803,8.15
K03292.01,FALSE POSITIVE,42.3991752,3.23
K03293.01,FALSE POSITIVE,25.95198823,39.94
K03294.01,FALSE POSITIVE,25.9522401,42.91
K03295.01,FALSE POSITIVE,14.12809896,1.6
K04759.01,CANDIDATE,17.7662938,1.54
K04760.01,FALSE POSITIVE,13.6917833,1.12
K04761.01,FALSE POSITIVE,25.95633,9.75
K04762.01,CANDIDATE,11.56722589,1.29
K03204.01,FALSE POSITIVE,0.572937573,1.57
K07700.01,CANDIDATE,631.56889,3.13
K03213.01,FALSE POSITIVE,14.15849823,90.09
K04831.01,FALSE POSITIVE,207.471349,1.57
K04832.01,FALSE POSITIVE,12.3748247,81.01
K04833.01,CANDIDATE,4.31724247,1.01
K04834.01,CANDIDATE,3.74099144,1.85
K07711.01,CANDIDATE,302.779824,1.31
K03501.01,FALSE POSITIVE,14.541781166,2722.92
K03502.01,FALSE POSITIVE,12.4261177,3.8
K03503.01,CONFIRMED,21.1876185,0.79
K03504.01,FALSE POSITIVE,12.42560404,2.52
K03505.01,FALSE POSITIVE,30.9604688,89.18
K07717.01,FALSE POSITIVE,1.041619932,30.94
K03588.01,FALSE POSITIVE,2.544594443,109.72
K03589.01,FALSE POSITIVE,56.40651043,21.93
K03590.01,FALSE POSITIVE,7.964400574,61.54
K03591.01,FALSE POSITIVE,6.399101307,51.77
K01873.02,CONFIRMED,34.9168399,2.39
K07778.01,FALSE POSITIVE,0.56678228,0.88
K03592.01,FALSE POSITIVE,8.480303653,22.25
K01613.02,CANDIDATE,94.094392,0.9
K03365.01,CONFIRMED,22.1270885,3.94
K03366.01,FALSE POSITIVE,10.6784787,1.12
K03367.01,CANDIDATE,25.3736543,1.88
K03368.01,CANDIDATE,10.08535311,1.45
K03369.01,FALSE POSITIVE,42.559265547,51.86
K03434.01,CANDIDATE,10.2856373,1.24
K03435.01,FALSE POSITIVE,24.2157996,1.58
K03436.01,CONFIRMED,44.2018402,1.14
K07746.01,CANDIDATE,393.95608,2.27
K03437.01,CONFIRMED,15.0330623,2.18
K03437.02,CANDIDATE,34.7496038,3.51
K03506.01,FALSE POSITIVE,12.62530918,87.2
K03510.01,FALSE POSITIVE,124.93576738,49.34
K01803.02,FALSE POSITIVE,12.720298433,1.37
K07764.01,CANDIDATE,227.83457,2.83
K03511.01,FALSE POSITIVE,119.67980316,193.91
K03512.01,FALSE POSITIVE,6.399107136,59.15
K03513.01,FALSE POSITIVE,8.480304281,65.0
K03593.01,FALSE POSITIVE,117.6813778,45.43
K03594.01,FALSE POSITIVE,17.72722648,35.18
K07779.01,FALSE POSITIVE,1.71024931,1.2
K03595.01,FALSE POSITIVE,100.40132734,26.0
K03596.01,FALSE POSITIVE,11.320287875,59.23
K03597.01,FALSE POSITIVE,1.219034103,40.46
K03370.01,CANDIDATE,24.352541,1.52
K03370.02,CONFIRMED,5.94228603,1.23
K07735.01,CANDIDATE,382.30306,4.05
K03371.01,CANDIDATE,58.1263775,1.32
K03372.01,CONFIRMED,26.7575866,2.28
K03373.01,FALSE POSITIVE,57.0599992,22.31
K03438.01,CONFIRMED,14.5565618,1.08
K01731.02,FALSE POSITIVE,0.837898153,1.26
K07747.01,FALSE POSITIVE,0.603086711,36.0
K03439.01,CONFIRMED,41.7084063,2.19
K03440.01,CONFIRMED,33.0257179,2.21
K03441.01,FALSE POSITIVE,25.366990665,56.02
K03514.01,FALSE POSITIVE,428.32173928,49.76
K03515.01,FALSE POSITIVE,82.137609997,197.85
K07766.01,FALSE POSITIVE,3.06026014,0.83
K03516.01,FALSE POSITIVE,24.0612744,83.77
K03517.01,FALSE POSITIVE,66.36099916,61.42
K03518.01,FALSE POSITIVE,8.939461148,153.32
K03520.01,FALSE POSITIVE,135.58607679,89.83
K03598.01,FALSE POSITIVE,18.79862195,55.07
K03599.01,FALSE POSITIVE,6.30828538,29.34
K03600.01,FALSE POSITIVE,4.80912667,44.3
K03601.01,FALSE POSITIVE,2.33211505,140.22
K01875.02,CONFIRMED,0.53835407,1.67
K03602.01,FALSE POSITIVE,249.36211832,48.69
K01627.03,CANDIDATE,3.80675878,2.75
K07736.01,FALSE POSITIVE,0.664727127,0.46
K03374.01,CONFIRMED,9.5084871,1.65
K03374.02,CANDIDATE,34.1086562,1.95
K03375.01,CONFIRMED,47.0563327,2.57
K03376.02,FALSE POSITIVE,179.85022331,
K03377.01,CANDIDATE,10.0100312,0.99
K03443.01,CONFIRMED,96.169569,2.07
K07748.01,FALSE POSITIVE,1.55090374,1.11
K03444.01,CANDIDATE,12.67143692,0.76
K03444.02,CANDIDATE,60.32668824,4.98
K03444.03,CANDIDATE,2.63595435,0.5
K03445.01,CONFIRMED,82.303914,4.47
K03521.01,FALSE POSITIVE,131.97827736,147.83
K07768.01,FALSE POSITIVE,0.789171236,0.69
K01806.02,CONFIRMED,17.9346606,2.8
K03522.01,FALSE POSITIVE,241.07074582,76.53
K03523.01,FALSE POSITIVE,106.17593813,54.91
K03524.01,FALSE POSITIVE,184.6467208,72.8
K03525.01,FALSE POSITIVE,6.282033445,144.85
K03603.01,FALSE POSITIVE,5.519188936,43.06
K07780.01,CANDIDATE,5.3360574,1.52
K03604.01,FALSE POSITIVE,4.818863794,51.32
K03605.01,FALSE POSITIVE,178.26802035,34.07
K03606.01,FALSE POSITIVE,2.181555909,91.3
K03607.01,FALSE POSITIVE,0.895276162,172.25
K03608.01,FALSE POSITIVE,244.83274973,38.3
K03379.01,CONFIRMED,30.4544418,2.6
K03380.01,FALSE POSITIVE,10.26558924,1.65
K03382.01,FALSE POSITIVE,18.9257333,16.74
K03383.01,CONFIRMED,37.8862977,2.09
K03384.01,CANDIDATE,10.54841329,3.89
K07749.01,CANDIDATE,133.6348207,1.89
K03446.01,FALSE POSITIVE,11.9615433,2.24
K03448.01,CANDIDATE,32.510844,2.62
K01747.02,FALSE POSITIVE,0.56683399,
K03449.01,FALSE POSITIVE,62.127677128,38.61
K03450.01,FALSE POSITIVE,31.9730649,1.09
K03451.01,CANDIDATE,10.90752977,1.58
K03526.01,FALSE POSITIVE,143.1188694,53.3
K03527.01,FALSE POSITIVE,76.81985465,46.61
K03528.01,FALSE POSITIVE,165.40574995,112.86
K03529.01,FALSE POSITIVE,71.661915163,55.04
K03530.01,FALSE POSITIVE,9.44942685,68.38
K07781.01,FALSE POSITIVE,0.715802309,25.52
K03531.01,FALSE POSITIVE,70.58284717,50.88
K03609.01,FALSE POSITIVE,2.995357359,112.12
K03610.01,FALSE POSITIVE,3.840485025,39.38
K03610.02,FALSE POSITIVE,1.92027188,
K01899.02,CANDIDATE,10.5226374,1.08
K03611.01,FALSE POSITIVE,10.443341795,44.35
K07737.01,FALSE POSITIVE,4.75307877,505.94
K03612.01,FALSE POSITIVE,19.515013291,53.03
K01628.02,CONFIRMED,1.772451066,1.02
K03384.02,CONFIRMED,19.9158863,1.41
K03385.01,FALSE POSITIVE,54.061328105,88.28
K03386.01,FALSE POSITIVE,34.525990182,54.35
K07750.01,CANDIDATE,494.485085,5.03
K03387.01,FALSE POSITIVE,14.2821417,1.08
K03452.01,FALSE POSITIVE,18.64532882,61.81
K03454.01,FALSE POSITIVE,20.882125422,66.27
K03455.01,CANDIDATE,14.0545718,1.45
K03456.01,CONFIRMED,30.8609783,1.08
K07769.01,FALSE POSITIVE,3.652810043,0.89
K03457.01,FALSE POSITIVE,15.65134872,118.33
K00332.02,CANDIDATE,6.86674226,0.79
K01806.03,CONFIRMED,8.37159554,2.39
K03532.01,FALSE POSITIVE,286.1755875,63.23
K03533.01,FALSE POSITIVE,152.15144795,53.89
K07783.01,FALSE POSITIVE,0.542636318,1.39
K03534.01,FALSE POSITIVE,29.911334059,47.83
K03535.01,FALSE POSITIVE,5.877122485,125.68
K03618.01,FALSE POSITIVE,10.636305846,64.91
K03619.01,FALSE POSITIVE,2.1032389,36.63
K03620.01,FALSE POSITIVE,46.698200933,38.79
K01905.02,CONFIRMED,15.99560373,1.04
K03621.01,FALSE POSITIVE,4.39451798,65.76
K03388.01,FALSE POSITIVE,25.9518795,35.1
K03389.01,CANDIDATE,29.7681831,3.98
K03390.01,FALSE POSITIVE,56.048096688,42.62
K07751.01,FALSE POSITIVE,2.25161215,1.14
K03391.01,CANDIDATE,36.7662364,1.28
K03392.01,FALSE POSITIVE,50.35545898,31.66
K03458.01,CONFIRMED,14.0328775,1.45
K03459.01,CONFIRMED,13.2226149,1.75
K01750.02,CANDIDATE,2.53742164,0.93
K07770.01,FALSE POSITIVE,3.54828691,1.69
K03460.01,CANDIDATE,62.596544,2.25
K03461.01,FALSE POSITIVE,18.79852,2.04
K03536.01,FALSE POSITIVE,156.51657398,61.44
K03537.01,FALSE POSITIVE,1.366946478,43.45
K03538.01,FALSE POSITIVE,313.09275066,47.52
K07782.01,FALSE POSITIVE,0.566813677,0.77
K03539.01,FALSE POSITIVE,157.32263943,56.66
K03540.01,FALSE POSITIVE,9.53040216,60.49
K03627.01,FALSE POSITIVE,4.218512654,16.67
K03627.02,FALSE POSITIVE,8.529991199,44.86
K03628.01,FALSE POSITIVE,3.47140045,
K03629.01,FALSE POSITIVE,1.922862476,70.65
K00352.02,CONFIRMED,16.00747237,2.99
K03393.01,CONFIRMED,54.6493679,2.64
K01650.02,CONFIRMED,100.8276725,4.35
K03394.01,CANDIDATE,15.5764061,1.79
K03395.01,CANDIDATE,10.00506974,1.11
K07753.01,FALSE POSITIVE,0.905675699,0.77
K03396.01,CANDIDATE,36.2580749,1.82
K03462.01,CANDIDATE,12.4326997,1.88
K03462.02,CANDIDATE,30.9902997,2.21
K03464.01,FALSE POSITIVE,15.9750417,90.37
K03465.01,CONFIRMED,16.0505464,0.81
K07771.01,FALSE POSITIVE,0.805267592,1.35
K03466.01,FALSE POSITIVE,11.082622625,48.38
K03541.01,FALSE POSITIVE,421.42848194,54.16
K01823.02,FALSE POSITIVE,1.096587245,168.68
K03542.01,FALSE POSITIVE,3.012476415,58.77
K03543.01,FALSE POSITIVE,204.74104758,97.39
K07727.01,FALSE POSITIVE,0.759740194,0.67
K03544.01,FALSE POSITIVE,4.664186517,278.81
K03545.01,FALSE POSITIVE,1.092066399,40.74
K03613.01,FALSE POSITIVE,3.053578643,35.35
K03614.01,FALSE POSITIVE,2.992662857,60.35
K03615.01,FALSE POSITIVE,4.664188563,52.09
K07738.01,FALSE POSITIVE,0.954873008,0.81
K03616.01,FALSE POSITIVE,0.56493412,33.4
K03617.01,FALSE POSITIVE,1.674984844,150.48
K03397.01,CANDIDATE,35.8754482,2.35
K03398.01,CONFIRMED,7.31945294,5.05
K03398.02,CONFIRMED,35.8007112,7.97
K07754.01,FALSE POSITIVE,0.790049989,0.67
K03398.03,CANDIDATE,4.32710579,3.58
K03399.01,FALSE POSITIVE,14.15402615,29.61
K03467.01,FALSE POSITIVE,33.93754213,138.25
K03468.01,CONFIRMED,20.7057153,3.22
K03469.01,CANDIDATE,60.532988,1.91
K07772.01,FALSE POSITIVE,3.7228679,0.74
K01781.03,CONFIRMED,58.0198583,3.46
K03470.01,CANDIDATE,15.0617835,1.61
K03546.01,FALSE POSITIVE,4.286103033,25.8
K03547.01,FALSE POSITIVE,290.7778719,45.27
K03548.01,FALSE POSITIVE,5.017239915,41.75
K07728.01,FALSE POSITIVE,0.937923475,0.52
K03549.01,FALSE POSITIVE,204.0329342,57.35
K03550.01,FALSE POSITIVE,2.148219541,49.6
K03551.01,FALSE POSITIVE,58.621578824,40.43
K03622.01,FALSE POSITIVE,3.125821128,110.58
K03623.01,FALSE POSITIVE,1.032068851,44.35
K07739.01,FALSE POSITIVE,6.6751871,1.09
K03624.01,FALSE POSITIVE,1.450205839,92.78
K03625.01,FALSE POSITIVE,3.224486463,79.08
K03626.01,FALSE POSITIVE,44.14579777,62.24
K03400.01,FALSE POSITIVE,33.3239576,2.55
K03401.01,CANDIDATE,17.9559673,1.96
K07756.01,FALSE POSITIVE,0.94102954,1.41
K01681.02,CONFIRMED,1.992812339,6.81
K03402.01,FALSE POSITIVE,36.514374043,33.27
K03403.01,CONFIRMED,39.818832,2.23
K03470.02,CONFIRMED,25.4337864,2.0
K03471.01,FALSE POSITIVE,67.451045,36.7
K07773.01,CANDIDATE,2.69339974,1.04
K03472.01,CANDIDATE,10.43003118,1.14
K03473.01,CANDIDATE,27.63714708,6.96
K03474.01,CONFIRMED,52.6095103,1.83
K01830.02,CONFIRMED,198.7106251,3.56
K03552.01,FALSE POSITIVE,15.873380595,630.53
K07729.01,CANDIDATE,50.563697,1.57
K03553.01,FALSE POSITIVE,65.583665567,41.22
K03554.01,FALSE POSITIVE,394.67816267,52.16
K03555.01,FALSE POSITIVE,111.31980522,63.68
K03556.01,FALSE POSITIVE,110.29512684,37.88
K03334.01,FALSE POSITIVE,95.178317934,28.75
K03335.01,CONFIRMED,31.2543238,2.29
K03336.01,FALSE POSITIVE,61.4911479,22.76
K00284.04,CONFIRMED,110.2867031,1.41
K01525.02,CONFIRMED,11.8061737,2.87
K03403.02,CONFIRMED,6.15828666,1.2
K07757.01,FALSE POSITIVE,10.828825742,0.76
K03404.01,CONFIRMED,82.292865,1.82
K03407.01,CONFIRMED,92.436978,2.89
K03408.01,CANDIDATE,65.427645,1.65
K03409.01,FALSE POSITIVE,11.08260553,7.34
K03475.01,FALSE POSITIVE,22.7832776,1.33
K03476.01,FALSE POSITIVE,23.737952838,53.27
K03477.01,FALSE POSITIVE,21.4618453,19.89
K03479.01,FALSE POSITIVE,75.13194883,26.21
K01788.02,CANDIDATE,369.069345,3.07
K03557.01,FALSE POSITIVE,243.82122131,56.63
K07730.01,FALSE POSITIVE,0.77459856,
K03558.01,FALSE POSITIVE,16.227548674,46.52
K03559.01,FALSE POSITIVE,47.189437,66.71
K03560.01,FALSE POSITIVE,1.501760172,90.92
K03561.01,FALSE POSITIVE,4.05325447,1668.79
K01833.02,CONFIRMED,7.68433346,2.58
K07740.01,FALSE POSITIVE,1.549979213,136.64
K03337.01,CANDIDATE,11.16622885,1.56
K03338.01,FALSE POSITIVE,10.99381963,40.17
K03338.02,FALSE POSITIVE,10.9938087,5.33
K03339.01,CANDIDATE,23.1334494,2.55
K03340.01,CANDIDATE,8.9539656,0.84
K03340.02,CANDIDATE,13.7281373,1.06
K03410.01,CONFIRMED,16.5860329,2.09
K03411.01,CANDIDATE,26.83771808,12.68
K03412.01,CONFIRMED,16.7525077,3.65
K01681.03,CANDIDATE,3.53105835,10.61
K03413.01,FALSE POSITIVE,49.612757516,57.08
K07774.01,CANDIDATE,6.32589574,1.14
K03480.01,CANDIDATE,11.9378354,1.15
K03481.01,CANDIDATE,32.715906,3.68
K03482.01,CONFIRMED,15.3317719,1.91
K03483.01,CANDIDATE,82.331756,2.08
K03484.01,CONFIRMED,84.704139,4.17
K07731.01,FALSE POSITIVE,0.755105584,76.26
K03562.01,FALSE POSITIVE,101.26336282,44.0
K03563.01,FALSE POSITIVE,120.58167178,41.71
K03564.01,FALSE POSITIVE,1.558544209,35.12
K03565.01,FALSE POSITIVE,2.63757408,76.02
K03566.01,FALSE POSITIVE,8.64636188,54.24
K07741.01,FALSE POSITIVE,125.288206,1.5
K03567.01,FALSE POSITIVE,112.46358893,129.04
K03341.01,CANDIDATE,27.0965146,2.13
K03341.02,CANDIDATE,11.5474983,1.48
K03342.01,FALSE POSITIVE,42.39930429,44.7
K03343.01,CANDIDATE,83.2664103,2.89
K01545.02,FALSE POSITIVE,5.91039905,
K03344.01,CONFIRMED,11.6044881,1.88
K03414.01,FALSE POSITIVE,27.009807384,22.32
K03415.01,CONFIRMED,15.0219784,1.77
K03416.01,CANDIDATE,11.8237228,1.25
K03417.01,CONFIRMED,91.078624,3.26
K03418.01,CONFIRMED,85.272459,3.85
K03485.01,FALSE POSITIVE,12.42592675,2.66
K03486.01,CANDIDATE,19.0689513,1.63
K03487.01,FALSE POSITIVE,89.7398137,38.01
K03489.01,FALSE POSITIVE,90.08255562,49.2
K07732.01,FALSE POSITIVE,0.759768478,0.64
K03490.01,FALSE POSITIVE,42.2011587,37.39
K03568.01,FALSE POSITIVE,15.65129028,78.3
K03569.01,FALSE POSITIVE,9.014220178,15.49
K03570.01,FALSE POSITIVE,1.824653341,55.44
K03571.01,FALSE POSITIVE,3.185090259,92.5
K07742.01,FALSE POSITIVE,372.76888,3.66
K01833.03,CONFIRMED,5.70940795,1.51
K03572.01,FALSE POSITIVE,2.086076372,1543.74
K03344.02,CONFIRMED,3.63898953,1.68
K03345.01,CONFIRMED,38.1303324,1.54
K03346.01,CONFIRMED,14.42735088,1.53
K07759.01,CANDIDATE,6.2253374,1.92
K03347.01,CONFIRMED,12.90235874,1.49
K03348.01,CONFIRMED,36.4337867,2.2
K03419.01,FALSE POSITIVE,58.5850357,149.98
K03420.02,CANDIDATE,12.5014905,2.24
K03421.01,CANDIDATE,40.6511021,1.7
K07775.01,CANDIDATE,89.945828,3.46
K03422.01,CANDIDATE,40.1454757,13.01
K01707.02,CONFIRMED,265.47847,4.2
K01792.02,FALSE POSITIVE,1.546222068,0.77
K03491.01,FALSE POSITIVE,89.3313828,8.02
K03492.01,FALSE POSITIVE,22.2941485,1.5
K07733.01,CANDIDATE,1.048130894,4.52
K03493.01,CONFIRMED,46.7162336,2.03
K03495.01,CANDIDATE,17.6062701,1.72
K03573.01,FALSE POSITIVE,43.56225858,80.02
K03574.01,FALSE POSITIVE,198.443477,41.72
K03575.01,FALSE POSITIVE,17.907664726,282.86
K07743.01,FALSE POSITIVE,2.4044122,0.85
K03576.01,FALSE POSITIVE,22.77196484,104.17
K03577.01,FALSE POSITIVE,184.52015392,23.38
K03349.01,CONFIRMED,82.175197,2.24
K03350.01,FALSE POSITIVE,29.015852933,1183.06
K03351.01,FALSE POSITIVE,77.36241476,41.66
K07761.01,FALSE POSITIVE,495.71095,4.41
K03352.01,CONFIRMED,10.35857039,1.68
K01562.02,CANDIDATE,20.0679247,2.25
K03423.01,CONFIRMED,30.2541186,2.8
K03424.01,FALSE POSITIVE,17.081202417,39.24
K03425.01,CONFIRMED,20.034708,2.24
K07776.01,CANDIDATE,541.92452,3.15
K03425.02,CONFIRMED,3.15722086,1.41
K03426.01,CANDIDATE,58.7701045,1.57
K03495.02,CANDIDATE,6.685438,1.25
K03496.01,CONFIRMED,23.2385587,2.18
K03496.02,CANDIDATE,8.5433774,1.58
K07734.01,FALSE POSITIVE,118.314913,7.23
K03497.01,CONFIRMED,20.35971899,0.8
K03498.01,FALSE POSITIVE,43.798566,48.52
K03578.01,FALSE POSITIVE,131.73630485,54.38
K03579.01,FALSE POSITIVE,4.301031137,93.01
K03580.01,FALSE POSITIVE,198.01379181,38.49
K03581.01,FALSE POSITIVE,10.9938268,52.69
K07744.01,CANDIDATE,11.7201693,1.34
K01837.02,CONFIRMED,1.682934607,1.06
K03582.01,FALSE POSITIVE,114.90862419,42.78
K03353.01,CONFIRMED,11.55532445,1.7
K03354.01,CANDIDATE,11.5706005,1.33
K03355.01,CANDIDATE,16.2953228,1.6
K07762.01,CANDIDATE,8.5073512,1.38
K03356.01,CONFIRMED,26.0841212,1.35
K03357.01,FALSE POSITIVE,52.802767576,75.82
K03427.01,FALSE POSITIVE,39.206808648,50.2
K03428.01,CONFIRMED,64.6589166,2.12
K03429.01,CANDIDATE,15.8283833,1.8
K07777.01,FALSE POSITIVE,27.6760342,5.15
K03429.02,CONFIRMED,8.74192361,1.94
K03429.03,FALSE POSITIVE,26.936878,1.57
K00302.02,FALSE POSITIVE,53.34418038,
K03499.01,FALSE POSITIVE,12.4281308,0.85
K01792.03,CONFIRMED,9.10969334,1.32
K03499.02,FALSE POSITIVE,0.96283264,0.74
K03500.01,CONFIRMED,73.7502765,3.78
K03500.02,CANDIDATE,4.7482669,1.57
K03583.01,FALSE POSITIVE,210.30644361,101.13
K03584.01,FALSE POSITIVE,8.268081087,50.31
K03585.01,FALSE POSITIVE,3.564614021,46.0
K07745.01,FALSE POSITIVE,533.47707,2.6
K03586.01,FALSE POSITIVE,5.877122413,45.95
K03587.01,FALSE POSITIVE,1.036592635,463.05
K03358.01,CANDIDATE,10.10404351,4.05
K03360.01,FALSE POSITIVE,91.4999978,21.86
K03361.01,CONFIRMED,65.9407869,2.33
K07763.01,FALSE POSITIVE,406.45737,1.96
K03362.01,FALSE POSITIVE,30.47639859,43.01
K03363.01,CONFIRMED,14.53260546,1.69
K01718.02,CONFIRMED,153.348739,2.14
K03430.01,CANDIDATE,13.9248005,0.9
K03431.01,CANDIDATE,19.6001405,2.08
K07808.01,FALSE POSITIVE,361.526458,5.7
K03432.01,CONFIRMED,48.0506878,2.36
K03433.01,CANDIDATE,34.08429351,36.05
K03816.01,FALSE POSITIVE,9.44942628,75.22
K03817.01,FALSE POSITIVE,0.933489066,48.01
K03818.01,FALSE POSITIVE,1.908525084,3.74
K07788.01,FALSE POSITIVE,0.798467681,0.82
K03819.01,FALSE POSITIVE,0.867721348,67.0
K03820.01,FALSE POSITIVE,161.252567,5.04
K03893.01,CONFIRMED,3.90863457,1.86
K02092.03,CONFIRMED,77.086191,29.77
K03894.01,FALSE POSITIVE,1.673662758,23.42
K03895.01,FALSE POSITIVE,5.93717724,594.32
K03896.01,FALSE POSITIVE,3.89043062,1.24
K03897.01,FALSE POSITIVE,16.8282542,2.66
K03667.01,FALSE POSITIVE,2.489549075,59.57
K01955.03,CONFIRMED,1.644221032,1.18
K03668.01,FALSE POSITIVE,4.469731089,84.63
K03669.01,FALSE POSITIVE,1.731803197,22.87
K03670.01,FALSE POSITIVE,2.64830047,126.54
K02011.02,CONFIRMED,17.2653659,1.16
